Timestamp [ms],True Temp [C],Voltage1 [mV],Voltage2 [mV],Temp1 [C],Temp2 [C]
0.0,33.33,316.51,-1645.613,34.099,-79.761
32.01413154602051,33.33,316.635,-1645.613,34.103,-79.761
84.05399322509766,33.33,316.822,-1645.613,34.108,-79.761
132.18116760253906,33.34,316.822,-1645.613,34.108,-79.761
184.2670440673828,33.34,316.947,-1645.613,34.112,-79.761
232.2680950164795,33.34,317.072,-1645.613,34.116,-79.761
283.4429740905762,33.34,317.26,-1645.613,34.121,-79.761
332.0291042327881,33.35,317.385,-1645.675,34.125,-79.92
396.3770866394043,33.35,317.51,-1645.675,34.129,-79.92
444.25511360168457,33.35,317.51,-1645.675,34.129,-79.92
495.7759380340576,33.35,317.697,-1645.675,34.135,-79.92
547.3990440368652,33.36,317.76,-1645.675,34.137,-79.92
595.7410335540771,33.36,317.947,-1645.675,34.142,-79.92
643.5389518737793,33.36,318.135,-1645.675,34.148,-79.92
695.4851150512695,33.36,318.135,-1645.675,34.148,-79.92
747.5559711456299,33.36,318.197,-1645.675,34.15,-79.92
795.7320213317871,33.36,318.385,-1645.613,34.156,-79.761
844.1891670227051,33.36,318.447,-1645.675,34.157,-79.92
893.1989669799805,33.36,318.635,-1645.675,34.163,-79.92
948.1720924377441,33.37,318.635,-1645.675,34.163,-79.92
1008.2571506500244,33.37,318.76,-1645.675,34.167,-79.92
1055.4320812225342,33.37,318.885,-1645.675,34.171,-79.92
1107.2559356689453,33.38,319.01,-1645.675,34.175,-79.92
1168.205976486206,33.38,319.135,-1645.675,34.178,-79.92
1220.1850414276123,33.38,319.322,-1645.675,34.184,-79.92
1267.6770687103271,33.38,319.447,-1645.675,34.188,-79.92
1320.2509880065918,33.39,319.447,-1645.675,34.188,-79.92
1384.1710090637207,33.39,319.572,-1645.613,34.192,-79.761
1431.692123413086,33.39,319.697,-1645.613,34.195,-79.761
1484.0741157531738,33.39,319.822,-1645.675,34.199,-79.92
1531.8670272827148,33.4,319.947,-1645.675,34.203,-79.92
1608.4530353546143,33.4,320.072,-1645.675,34.207,-79.92
1655.8780670166016,33.4,320.197,-1645.675,34.211,-79.92
1708.1811428070068,33.4,320.385,-1645.675,34.216,-79.92
1760.3700160980225,33.41,320.385,-1645.675,34.216,-79.92
1808.2060813903809,33.41,320.51,-1645.675,34.22,-79.92
1856.377124786377,33.41,320.635,-1645.675,34.224,-79.92
1908.182144165039,33.41,320.76,-1645.675,34.228,-79.92
1960.1831436157227,33.43,320.885,-1645.675,34.231,-79.92
2020.1809406280518,33.43,321.01,-1645.675,34.235,-79.92
2068.1700706481934,33.43,321.01,-1645.675,34.235,-79.92
2120.250940322876,33.43,321.135,-1645.675,34.239,-79.92
2172.1980571746826,33.44,321.322,-1645.675,34.245,-79.92
2232.1109771728516,33.44,321.447,-1645.675,34.248,-79.92
2284.1551303863525,33.44,321.51,-1645.675,34.25,-79.92
2332.080125808716,33.45,321.635,-1645.675,34.254,-79.92
2396.0421085357666,33.45,321.76,-1645.675,34.258,-79.92
2443.6631202697754,33.45,321.76,-1645.675,34.258,-79.92
2496.3009357452393,33.45,321.885,-1645.675,34.262,-79.92
2544.213056564331,33.47,322.01,-1645.675,34.266,-79.92
2607.9890727996826,33.47,322.135,-1645.675,34.269,-79.92
2656.1810970306396,33.47,322.26,-1645.675,34.273,-79.92
2708.0681324005127,33.47,322.385,-1645.675,34.277,-79.92
2760.1821422576904,33.5,322.385,-1645.675,34.277,-79.92
2808.182954788208,33.5,322.51,-1645.675,34.281,-79.92
2856.265068054199,33.5,322.635,-1645.675,34.284,-79.92
2907.5779914855957,33.5,322.76,-1645.675,34.288,-79.92
2956.156015396118,33.53,322.76,-1645.675,34.288,-79.92
3032.273054122925,33.53,323.01,-1645.675,34.296,-79.92
3084.2859745025635,33.53,323.135,-1645.675,34.3,-79.92
3132.115125656128,33.53,323.135,-1645.675,34.3,-79.92
3184.256076812744,33.55,323.197,-1645.675,34.302,-79.92
3232.188940048218,33.55,323.322,-1645.675,34.305,-79.92
3284.2049598693848,33.55,323.447,-1645.675,34.309,-79.92
3331.9449424743652,33.55,323.447,-1645.675,34.309,-79.92
3384.166955947876,33.56,323.572,-1645.675,34.313,-79.92
3431.7879676818848,33.56,323.635,-1645.675,34.315,-79.92
3484.2240810394287,33.56,323.822,-1645.613,34.321,-79.761
3531.917095184326,33.56,323.947,-1645.613,34.324,-79.761
3583.7931632995605,33.57,324.072,-1645.675,34.328,-79.92
3632.181167602539,33.57,324.072,-1645.675,34.328,-79.92
3684.211015701294,33.57,324.197,-1645.675,34.332,-79.92
3732.077121734619,33.57,324.385,-1645.675,34.338,-79.92
3784.008026123047,33.59,324.51,-1645.675,34.341,-79.92
3832.304000854492,33.59,324.51,-1645.675,34.341,-79.92
3883.692979812622,33.59,324.572,-1645.675,34.343,-79.92
3931.9510459899902,33.59,324.635,-1645.675,34.345,-79.92
3984.174966812134,33.6,324.822,-1645.675,34.351,-79.92
4044.3451404571533,33.6,324.885,-1645.675,34.353,-79.92
4095.3330993652344,33.6,324.947,-1645.675,34.355,-79.92
4144.282102584839,33.6,324.947,-1645.675,34.355,-79.92
4195.220947265625,33.61,325.072,-1645.613,34.359,-79.761
4264.177083969116,33.61,325.26,-1645.675,34.364,-79.92
4336.046934127808,33.61,325.447,-1645.675,34.37,-79.92
4384.00411605835,33.62,325.447,-1645.613,34.37,-79.761
4419.80504989624,33.62,325.635,-1645.613,34.376,-79.761
4467.80800819397,33.62,325.76,-1645.675,34.379,-79.92
4519.7789669036865,33.62,325.76,-1645.675,34.379,-79.92
4568.176984786987,33.62,325.76,-1645.675,34.379,-79.92
4633.234024047852,33.62,325.947,-1645.675,34.385,-79.92
4683.995008468628,33.62,325.947,-1645.675,34.385,-79.92
4732.260942459106,33.62,326.135,-1645.675,34.391,-79.92
4784.212112426758,33.63,326.26,-1645.675,34.395,-79.92
4856.304168701172,33.63,326.322,-1645.675,34.397,-79.92
4908.195018768311,33.63,326.447,-1645.675,34.4,-79.92
4956.1450481414795,33.63,326.447,-1645.675,34.4,-79.92
5008.360147476196,33.64,326.572,-1645.675,34.404,-79.92
5067.934036254883,33.64,326.635,-1645.675,34.406,-79.92
5120.17297744751,33.64,326.76,-1645.675,34.41,-79.92
5172.291994094849,33.65,326.885,-1645.675,34.414,-79.92
5231.413125991821,33.65,327.01,-1645.675,34.417,-79.92
5284.166097640991,33.65,327.072,-1645.675,34.419,-79.92
5331.822156906128,33.65,327.072,-1645.675,34.419,-79.92
5384.21106338501,33.64,327.197,-1645.675,34.423,-79.92
5456.207036972046,33.64,327.26,-1645.675,34.425,-79.92
5508.180141448975,33.64,327.385,-1645.675,34.429,-79.92
5556.101083755493,33.64,327.51,-1645.675,34.433,-79.92
5607.605934143066,33.64,327.573,-1645.675,34.435,-79.92
5668.002128601074,33.64,327.76,-1645.675,34.44,-79.92
5720.3309535980225,33.64,327.823,-1645.675,34.442,-79.92
5772.114992141724,33.64,327.823,-1645.675,34.442,-79.92
5819.863080978394,33.66,327.885,-1645.675,34.444,-79.92
5867.808103561401,33.66,328.01,-1645.675,34.448,-79.92
5920.1979637146,33.66,328.135,-1645.675,34.452,-79.92
5969.0141677856445,33.66,328.198,-1645.613,34.454,-79.761
6020.18404006958,33.67,328.198,-1645.675,34.454,-79.92
6084.294080734253,33.67,328.323,-1645.613,34.457,-79.761
6132.212162017822,33.67,328.448,-1645.613,34.461,-79.761
6184.361934661865,33.67,328.51,-1645.675,34.463,-79.92
6231.781005859375,33.68,328.573,-1645.675,34.465,-79.92
6283.24294090271,33.68,328.76,-1645.675,34.471,-79.92
6332.206964492798,33.68,328.76,-1645.675,34.471,-79.92
6384.212970733643,33.68,328.823,-1645.675,34.473,-79.92
6431.7591190338135,33.69,328.885,-1645.675,34.474,-79.92
6483.734130859375,33.69,329.01,-1645.675,34.478,-79.92
6531.620979309082,33.69,329.135,-1645.675,34.482,-79.92
6584.010124206543,33.69,329.135,-1645.675,34.482,-79.92
6631.530046463013,33.71,329.198,-1645.675,34.484,-79.92
6680.5579662323,33.71,329.323,-1645.675,34.488,-79.92
6732.051134109497,33.71,329.385,-1645.675,34.49,-79.92
6783.775091171265,33.71,329.573,-1645.675,34.495,-79.92
6831.634044647217,33.75,329.573,-1645.675,34.495,-79.92
6883.667945861816,33.75,329.698,-1645.675,34.499,-79.92
6932.16609954834,33.75,329.885,-1645.675,34.505,-79.92
6984.074115753174,33.75,330.073,-1645.675,34.511,-79.92
7037.163972854614,33.8,330.26,-1645.675,34.516,-79.92
7096.276044845581,33.8,330.448,-1645.613,34.522,-79.761
7144.204139709473,33.8,330.448,-1645.675,34.522,-79.92
7195.996999740601,33.8,330.635,-1645.675,34.528,-79.92
7248.409032821655,33.89,330.948,-1645.675,34.537,-79.92
7308.294057846069,33.89,331.26,-1645.675,34.547,-79.92
7356.220006942749,33.89,331.573,-1645.675,34.556,-79.92
7408.318042755127,36.51,332.01,-1645.675,34.57,-79.92
7472.269058227539,36.51,332.448,-1645.613,34.583,-79.761
7520.236968994141,36.51,332.448,-1645.675,34.583,-79.92
7572.396039962769,36.51,332.948,-1645.675,34.598,-79.92
7620.213031768799,36.54,333.51,-1645.675,34.615,-79.92
7684.252977371216,36.54,334.135,-1645.675,34.634,-79.92
7731.621980667114,36.54,334.823,-1645.675,34.655,-79.92
7784.239053726196,36.54,335.51,-1645.675,34.676,-79.92
7832.149982452393,36.61,335.51,-1645.675,34.676,-79.92
7908.496141433716,36.61,337.135,-1645.675,34.726,-79.92
7956.4080238342285,36.61,337.135,-1645.675,34.726,-79.92
8008.252143859863,36.61,338.073,-1645.675,34.755,-79.92
8060.188055038452,38.72,339.01,-1645.675,34.783,-79.92
8120.236158370972,38.72,340.01,-1645.675,34.814,-79.92
8172.233104705811,38.72,341.073,-1645.675,34.846,-79.92
8220.21508216858,38.76,342.323,-1645.675,34.885,-79.92
8284.249067306519,38.76,343.511,-1645.613,34.921,-79.761
8332.082033157349,38.76,343.511,-1645.675,34.921,-79.92
8384.212970733643,38.76,344.823,-1645.613,34.961,-79.761
8431.972026824951,38.83,346.136,-1645.613,35.001,-79.761
8496.29807472229,38.83,347.448,-1645.613,35.042,-79.761
8544.202089309692,38.83,348.886,-1645.675,35.086,-79.92
8596.43006324768,38.83,350.386,-1645.613,35.132,-79.761
8652.193069458008,38.83,350.386,-1645.675,35.132,-79.92
8729.426145553589,40.89,353.511,-1645.675,35.228,-79.92
8784.321069717407,40.89,355.136,-1645.613,35.278,-79.761
8831.547021865845,40.91,355.136,-1645.675,35.278,-79.92
8896.528005599976,40.91,356.698,-1645.675,35.326,-79.92
8944.432973861694,40.91,358.448,-1645.613,35.38,-79.761
8997.277975082397,40.91,360.199,-1645.675,35.434,-79.92
9044.213056564331,40.96,362.011,-1645.613,35.49,-79.761
9108.237981796265,40.96,363.761,-1645.613,35.544,-79.761
9168.163061141968,40.96,365.636,-1645.613,35.602,-79.761
9220.237016677856,40.96,367.449,-1645.613,35.658,-79.761
9272.48501777649,41.04,367.449,-1645.613,35.658,-79.761
9303.991079330444,41.04,369.386,-1645.675,35.718,-79.92
9344.237089157104,41.04,371.324,-1645.675,35.778,-79.92
9395.648956298828,41.04,371.324,-1645.675,35.778,-79.92
9444.244146347046,41.14,373.199,-1645.613,35.837,-79.761
9508.264064788818,41.14,375.199,-1645.675,35.899,-79.92
9567.888021469116,41.14,377.199,-1645.675,35.961,-79.92
9620.406150817871,41.14,379.262,-1645.675,36.025,-79.92
9672.024011611938,41.24,381.137,-1645.675,36.083,-79.92
9709.09595489502,41.24,381.137,-1645.675,36.083,-79.92
9772.495031356812,41.24,383.199,-1645.675,36.148,-79.92
9820.486068725586,41.24,385.199,-1645.613,36.21,-79.761
9872.211933135986,43.48,387.324,-1645.613,36.277,-79.761
9920.480012893677,43.48,389.324,-1645.675,36.339,-79.92
9967.83995628357,43.48,391.449,-1645.613,36.406,-79.761
10020.255088806152,43.48,391.449,-1645.675,36.406,-79.92
10072.328090667725,43.5,393.45,-1645.675,36.468,-79.92
10131.65307044983,43.5,395.575,-1645.675,36.535,-79.92
10183.763027191162,43.5,397.575,-1645.675,36.598,-79.92
10232.215166091919,43.5,399.7,-1645.675,36.665,-79.92
10284.098148345947,43.53,401.637,-1645.675,36.726,-79.92
10316.214084625244,43.53,401.637,-1645.613,36.726,-79.761
10372.391939163208,43.53,403.762,-1645.675,36.792,-79.92
10421.069145202637,43.53,405.887,-1645.613,36.859,-79.761
10472.311019897461,43.57,407.887,-1645.613,36.923,-79.761
10532.365083694458,43.57,409.95,-1645.613,36.988,-79.761
10584.274053573608,43.57,409.95,-1645.675,36.988,-79.92
10632.241010665894,43.57,411.95,-1645.675,37.051,-79.92
10684.173107147217,43.63,413.95,-1645.675,37.114,-79.92
10716.292142868042,43.63,413.95,-1645.675,37.114,-79.92
10767.86208152771,43.63,415.888,-1645.675,37.176,-79.92
10820.212125778198,43.63,417.95,-1645.675,37.241,-79.92
10868.272066116333,43.69,419.95,-1645.675,37.305,-79.92
10931.201934814453,43.69,421.95,-1645.675,37.368,-79.92
10984.215021133423,43.69,423.888,-1645.675,37.43,-79.92
11032.42015838623,43.69,425.826,-1645.675,37.492,-79.92
11083.652019500732,43.75,425.826,-1645.613,37.492,-79.761
11144.505977630615,43.75,427.701,-1645.613,37.551,-79.761
11196.3529586792,43.75,429.638,-1645.613,37.613,-79.761
11244.469165802002,43.75,431.576,-1645.613,37.675,-79.761
11296.49806022644,43.82,433.451,-1645.675,37.735,-79.92
11332.251071929932,43.82,433.451,-1645.675,37.735,-79.92
11383.968114852905,43.82,435.326,-1645.675,37.795,-79.92
11431.806087493896,43.82,437.138,-1645.675,37.853,-79.92
11480.901956558228,43.9,438.951,-1645.675,37.911,-79.92
11543.537139892578,43.9,440.763,-1645.675,37.969,-79.92
11596.266984939575,43.9,442.514,-1645.675,38.026,-79.92
11643.502950668335,43.9,442.514,-1645.613,38.026,-79.761
11696.328163146973,43.98,444.264,-1645.675,38.082,-79.92
11768.754005432129,43.98,446.076,-1645.675,38.14,-79.92
11820.79005241394,43.98,447.764,-1645.675,38.195,-79.92
11868.37911605835,43.98,449.451,-1645.675,38.249,-79.92
11920.246124267578,44.04,451.139,-1645.675,38.304,-79.92
11969.352006912231,44.04,451.139,-1645.675,38.304,-79.92
12020.702123641968,44.04,452.826,-1645.675,38.358,-79.92
12069.15307044983,44.04,454.451,-1645.675,38.411,-79.92
12120.959043502808,44.11,456.076,-1645.675,38.463,-79.92
12181.37812614441,44.11,457.701,-1645.675,38.516,-79.92
12233.181953430176,44.11,459.327,-1645.675,38.569,-79.92
12281.15200996399,44.19,459.327,-1645.675,38.569,-79.92
12344.429016113281,44.19,460.827,-1645.675,38.617,-79.92
12397.106170654297,44.19,462.452,-1645.675,38.67,-79.92
12444.934129714966,44.19,463.952,-1645.675,38.719,-79.92
12496.770143508911,44.26,465.514,-1645.675,38.77,-79.92
12556.740045547485,44.26,466.952,-1645.675,38.817,-79.92
12608.610153198242,44.26,468.577,-1645.613,38.87,-79.761
12657.190084457397,44.26,468.577,-1645.675,38.87,-79.92
12709.391117095947,44.33,470.014,-1645.675,38.916,-79.92
12781.03494644165,44.33,471.514,-1645.613,38.965,-79.761
12833.215951919556,44.33,472.952,-1645.613,39.012,-79.761
12880.344152450562,44.33,474.452,-1645.675,39.061,-79.92
12933.200120925903,44.4,475.89,-1645.675,39.108,-79.92
12981.060028076172,44.4,477.265,-1645.675,39.154,-79.92
13040.918111801147,44.4,478.765,-1645.613,39.203,-79.761
13113.181114196777,44.48,480.14,-1645.613,39.248,-79.761
13169.058084487915,44.48,481.577,-1645.613,39.295,-79.761
13233.188152313232,44.48,482.89,-1645.613,39.338,-79.761
13281.190156936646,44.48,482.89,-1645.613,39.338,-79.761
13333.168029785156,44.57,484.327,-1645.613,39.385,-79.761
13369.076013565063,44.57,485.64,-1645.613,39.429,-79.761
13433.248043060303,44.57,487.077,-1645.675,39.476,-79.92
13481.153011322021,44.57,488.515,-1645.613,39.523,-79.761
13533.336162567139,44.66,488.515,-1645.675,39.523,-79.92
13581.249952316284,44.66,489.827,-1645.675,39.567,-79.92
13633.234024047852,44.66,491.203,-1645.675,39.612,-79.92
13680.992126464844,44.66,492.515,-1645.613,39.656,-79.761
13732.96308517456,44.75,493.89,-1645.613,39.701,-79.761
13768.960952758789,44.75,493.89,-1645.675,39.701,-79.92
13833.264112472534,44.75,495.203,-1645.675,39.744,-79.92
13881.179094314575,44.75,496.578,-1645.675,39.79,-79.92
13933.032035827637,44.84,497.89,-1645.613,39.834,-79.761
13969.182968139648,44.84,497.89,-1645.675,39.834,-79.92
14033.241033554077,44.84,499.203,-1645.675,39.877,-79.92
14081.32815361023,44.84,500.515,-1645.613,39.921,-79.761
14133.170127868652,44.93,501.828,-1645.613,39.964,-79.761
14196.912050247192,44.93,503.14,-1645.675,40.008,-79.92
14245.146989822388,44.93,504.453,-1645.675,40.052,-79.92
14292.904138565063,44.93,505.703,-1645.675,40.093,-79.92
14345.272064208984,45.03,505.703,-1645.613,40.093,-79.761
14381.45112991333,45.03,507.015,-1645.675,40.137,-79.92
14433.280944824219,45.03,508.266,-1645.675,40.179,-79.92
14480.431079864502,45.03,509.516,-1645.675,40.22,-79.92
14533.43915939331,45.12,509.516,-1645.675,40.22,-79.92
14596.480131149292,45.12,510.828,-1645.613,40.264,-79.761
14644.232034683228,45.12,512.016,-1645.613,40.304,-79.761
14696.615934371948,45.12,513.266,-1645.675,40.346,-79.92
14745.512008666992,45.21,514.516,-1645.675,40.388,-79.92
14781.157970428467,45.21,514.516,-1645.675,40.388,-79.92
14832.489967346191,45.21,515.766,-1645.675,40.43,-79.92
14881.325960159302,45.21,516.953,-1645.613,40.469,-79.761
14933.361053466797,45.29,518.141,-1645.675,40.509,-79.92
14997.221946716309,45.29,519.391,-1645.675,40.551,-79.92
15045.138120651245,45.29,520.578,-1645.675,40.591,-79.92
15096.399068832397,45.29,520.578,-1645.613,40.591,-79.761
15145.161151885986,45.37,521.766,-1645.613,40.631,-79.761
15209.259986877441,45.37,522.953,-1645.613,40.671,-79.761
15257.185935974121,45.37,524.079,-1645.613,40.709,-79.761
15309.338092803955,45.37,525.266,-1645.613,40.749,-79.761
15360.541105270386,45.46,526.391,-1645.675,40.787,-79.92
15409.234046936035,45.46,526.391,-1645.675,40.787,-79.92
15457.191944122314,45.46,527.579,-1645.675,40.827,-79.92
15509.186029434204,45.46,528.704,-1645.675,40.865,-79.92
15561.151027679443,45.54,529.829,-1645.675,40.903,-79.92
15609.210014343262,45.54,530.954,-1645.613,40.941,-79.761
15657.163143157959,45.54,530.954,-1645.613,40.941,-79.761
15709.187984466553,45.54,532.079,-1645.613,40.979,-79.761
15757.162094116211,45.63,533.204,-1645.613,41.017,-79.761
15832.777976989746,45.63,534.329,-1645.675,41.056,-79.92
15881.458044052124,45.63,535.454,-1645.675,41.094,-79.92
15933.066129684448,45.63,536.579,-1645.675,41.132,-79.92
15985.16297340393,45.73,537.704,-1645.675,41.17,-79.92
16033.252000808716,45.73,537.704,-1645.675,41.17,-79.92
16080.996036529541,45.73,538.766,-1645.613,41.206,-79.761
16133.345127105713,45.73,539.829,-1645.613,41.242,-79.761
16185.151100158691,45.81,540.954,-1645.675,41.281,-79.92
16245.36395072937,45.81,542.079,-1645.675,41.319,-79.92
16297.402143478394,45.81,543.142,-1645.675,41.355,-79.92
16345.20411491394,45.9,543.142,-1645.613,41.355,-79.761
16409.440994262695,45.9,544.204,-1645.675,41.392,-79.92
16457.163095474243,45.9,545.329,-1645.675,41.43,-79.92
16509.457111358643,45.9,546.329,-1645.613,41.464,-79.761
16557.10005760193,45.98,547.517,-1645.675,41.505,-79.92
16633.18395614624,45.98,548.517,-1645.613,41.539,-79.761
16681.10704421997,45.98,549.579,-1645.613,41.575,-79.761
16733.216047286987,45.98,550.642,-1645.613,41.612,-79.761
16785.174131393433,46.06,550.642,-1645.675,41.612,-79.92
16833.356142044067,46.06,551.704,-1645.675,41.648,-79.92
16881.277084350586,46.06,552.767,-1645.675,41.685,-79.92
16932.90400505066,46.06,553.829,-1645.675,41.721,-79.92
16985.13698577881,46.14,554.892,-1645.675,41.758,-79.92
17032.957077026367,46.14,554.892,-1645.675,41.758,-79.92
17081.406116485596,46.14,555.829,-1645.675,41.79,-79.92
17133.000135421753,46.14,556.892,-1645.613,41.826,-79.761
17184.874057769775,46.22,557.892,-1645.613,41.861,-79.761
17244.29202079773,46.22,558.955,-1645.675,41.897,-79.92
17297.25694656372,46.22,559.955,-1645.675,41.932,-79.92
17345.1189994812,46.22,559.955,-1645.675,41.932,-79.92
17377.201080322266,46.22,560.955,-1645.675,41.966,-79.92
17453.45115661621,46.3,561.955,-1645.675,42.001,-79.92
17509.376049041748,46.3,562.955,-1645.613,42.035,-79.761
17556.782960891724,46.3,563.955,-1645.675,42.07,-79.92
17609.212160110474,46.38,564.955,-1645.675,42.105,-79.92
17645.190954208374,46.38,564.955,-1645.675,42.105,-79.92
17709.367990493774,46.38,565.955,-1645.613,42.139,-79.761
17756.745100021362,46.38,566.955,-1645.675,42.174,-79.92
17809.160947799683,46.45,567.955,-1645.675,42.209,-79.92
17856.75311088562,46.45,568.892,-1645.675,42.241,-79.92
17908.24604034424,46.45,568.892,-1645.613,42.241,-79.761
17956.73108100891,46.45,569.83,-1645.613,42.274,-79.761
18009.196043014526,46.53,570.892,-1645.675,42.31,-79.92
18045.305013656616,46.53,571.767,-1645.613,42.341,-79.761
18109.442949295044,46.53,572.767,-1645.613,42.376,-79.761
18156.2020778656,46.53,572.767,-1645.613,42.376,-79.761
18209.26809310913,46.61,573.705,-1645.613,42.408,-79.761
18257.161140441895,46.61,574.643,-1645.613,42.441,-79.761
18309.185028076172,46.61,575.58,-1645.613,42.474,-79.761
18357.161045074463,46.61,576.518,-1645.613,42.506,-79.761
18408.86116027832,46.67,576.518,-1645.613,42.506,-79.761
18444.483995437622,46.67,577.518,-1645.613,42.541,-79.761
18509.453058242798,46.67,578.455,-1645.613,42.574,-79.761
18557.060956954956,46.67,579.393,-1645.675,42.607,-79.92
18608.204126358032,46.74,580.33,-1645.675,42.639,-79.92
18645.048141479492,46.74,580.33,-1645.675,42.639,-79.92
18709.025144577026,46.74,581.268,-1645.675,42.672,-79.92
18757.264137268066,46.74,582.143,-1645.613,42.703,-79.761
18809.262990951538,46.82,583.018,-1645.675,42.733,-79.92
18845.097064971924,46.82,583.018,-1645.675,42.733,-79.92
18909.456968307495,46.82,583.893,-1645.675,42.764,-79.92
18957.18502998352,46.82,584.768,-1645.675,42.795,-79.92
19009.262084960938,46.89,585.705,-1645.675,42.828,-79.92
19068.480014801025,46.89,586.643,-1645.675,42.861,-79.92
19121.14906311035,46.89,587.518,-1645.675,42.891,-79.92
19168.766021728516,46.89,588.33,-1645.675,42.92,-79.92
19221.271991729736,46.96,588.33,-1645.613,42.92,-79.761
19269.17815208435,46.96,589.268,-1645.613,42.953,-79.761
19321.162939071655,46.96,590.143,-1645.675,42.984,-79.92
19368.639945983887,46.96,590.956,-1645.675,43.012,-79.92
19421.149969100952,47.03,591.831,-1645.675,43.043,-79.92
19456.800937652588,47.03,591.831,-1645.675,43.043,-79.92
19509.345054626465,47.03,592.706,-1645.675,43.074,-79.92
19557.19804763794,47.03,593.581,-1645.613,43.105,-79.761
19609.185934066772,47.1,594.456,-1645.675,43.136,-79.92
19669.049978256226,47.1,594.456,-1645.675,43.136,-79.92
19721.15993499756,47.1,595.331,-1645.613,43.167,-79.761
19769.03796195984,47.1,596.206,-1645.613,43.197,-79.761
19821.16198539734,47.18,597.018,-1645.613,43.226,-79.761
19880.98907470703,47.18,597.831,-1645.613,43.255,-79.761
19933.202028274536,47.18,598.706,-1645.613,43.286,-79.761
19980.47709465027,47.18,598.706,-1645.613,43.286,-79.761
20033.27512741089,47.26,599.581,-1645.613,43.317,-79.761
20081.20107650757,47.26,600.456,-1645.675,43.348,-79.92
20133.01396369934,47.26,601.268,-1645.613,43.377,-79.761
20181.0519695282,47.26,602.143,-1645.613,43.408,-79.761
20233.262062072754,47.33,602.956,-1645.613,43.437,-79.761
20281.381130218506,47.33,602.956,-1645.613,43.437,-79.761
20332.59606361389,47.33,603.831,-1645.613,43.468,-79.761
20381.333112716675,47.33,604.643,-1645.675,43.497,-79.92
20433.088064193726,47.39,605.456,-1645.613,43.526,-79.761
20469.16103363037,47.39,605.456,-1645.613,43.526,-79.761
20521.1501121521,47.39,606.269,-1645.613,43.554,-79.761
20568.966150283813,47.39,607.144,-1645.613,43.586,-79.761
20621.186017990112,47.44,607.894,-1645.613,43.612,-79.761
20681.286096572876,47.44,608.769,-1645.613,43.644,-79.761
20733.268976211548,47.44,608.769,-1645.613,43.644,-79.761
20781.244039535522,47.44,609.519,-1645.613,43.67,-79.761
20832.930088043213,47.5,610.394,-1645.613,43.702,-79.761
20898.92601966858,47.5,611.206,-1645.613,43.731,-79.761
20945.924997329712,47.5,612.019,-1645.613,43.76,-79.761
20997.082948684692,47.5,612.769,-1645.613,43.786,-79.761
21044.629096984863,47.57,612.769,-1645.613,43.786,-79.761
21081.042051315308,47.57,613.581,-1645.675,43.815,-79.92
21133.339166641235,47.57,614.331,-1645.675,43.842,-79.92
21181.24794960022,47.57,615.144,-1645.675,43.871,-79.92
21233.246088027954,47.63,615.144,-1645.675,43.871,-79.92
21298.256158828735,47.63,616.706,-1645.675,43.927,-79.92
21345.91007232666,47.63,616.706,-1645.675,43.927,-79.92
21397.15003967285,47.63,617.456,-1645.675,43.954,-79.92
21445.070028305054,47.68,618.206,-1645.613,43.981,-79.761
21521.08907699585,47.68,619.019,-1645.675,44.011,-79.92
21569.29612159729,47.68,619.769,-1645.613,44.037,-79.761
21621.304035186768,47.68,620.519,-1645.613,44.064,-79.761
21672.86515235901,47.74,621.269,-1645.675,44.091,-79.92
21722.152948379517,47.74,621.269,-1645.675,44.091,-79.92
21769.180059432983,47.74,622.019,-1645.613,44.118,-79.761
21821.24400138855,47.74,622.707,-1645.675,44.143,-79.92
21880.823135375977,47.8,623.519,-1645.675,44.172,-79.92
21988.818168640137,47.8,624.957,-1645.675,44.224,-79.92
22021.183013916016,47.8,624.957,-1645.675,44.224,-79.92
22073.235034942627,47.85,625.707,-1645.613,44.251,-79.761
22133.193016052246,47.85,626.457,-1645.675,44.279,-79.92
22180.618047714233,47.85,627.144,-1645.613,44.303,-79.761
22232.640981674194,47.85,627.144,-1645.613,44.303,-79.761
22284.595012664795,47.91,627.894,-1645.675,44.33,-79.92
22345.595121383667,47.91,628.644,-1645.675,44.358,-79.92
22396.91710472107,47.91,629.394,-1645.675,44.385,-79.92
22445.057153701782,47.96,630.144,-1645.675,44.412,-79.92
22509.2830657959,47.96,630.832,-1645.675,44.437,-79.92
22557.373046875,47.96,631.582,-1645.675,44.464,-79.92
22608.78896713257,47.96,631.582,-1645.675,44.464,-79.92
22657.24515914917,48.02,632.269,-1645.675,44.489,-79.92
22733.513116836548,48.02,633.019,-1645.675,44.516,-79.92
22781.39901161194,48.02,633.707,-1645.675,44.541,-79.92
22833.182096481323,48.02,634.457,-1645.675,44.568,-79.92
22884.952068328857,48.07,635.207,-1645.675,44.596,-79.92
22933.468103408813,48.07,635.832,-1645.613,44.618,-79.761
22980.473041534424,48.07,635.832,-1645.613,44.618,-79.761
23032.6189994812,48.07,636.519,-1645.613,44.643,-79.761
23084.956169128418,48.12,637.27,-1645.613,44.671,-79.761
23133.22114944458,48.12,638.02,-1645.613,44.698,-79.761
23185.322046279907,48.12,638.645,-1645.675,44.721,-79.92
23233.325958251953,48.12,638.645,-1645.675,44.721,-79.92
23285.218000411987,48.17,639.332,-1645.675,44.746,-79.92
